Name,Level,health
alienexotrooper,4,75.0
alienexotrooper,5,75
alienexotrooper,6,87.6
alienexotrooper,7,100.19999999999999
alienexotrooper,8,112.79999999999998
alienexotrooper,9,125.39999999999998
alienexotrooper,10,138
alienexotrooper,11,149.2
alienexotrooper,12,160.39999999999998
alienexotrooper,13,171.59999999999997
alienexotrooper,14,182.79999999999995
alienexotrooper,15,193.99999999999994
alienexotrooper,16,205.19999999999993
alienexotrooper,17,216.39999999999992
alienexotrooper,18,227.5999999999999
alienexotrooper,19,238.7999999999999
alienexotrooper,20,250
alienexotrooper,21,275.0
alienexotrooper,22,300.0
alienexotrooper,23,325.0
alienexotrooper,24,350.0
alienexotrooper,25,375.0
alienexotrooper,26,400.0
alienexotrooper,27,425.0
alienexotrooper,28,450.0
alienexotrooper,29,475.0
alienexotrooper,30,500
alienexotrooper,31,543.8
alienexotrooper,32,587.5999999999999
alienexotrooper,33,631.3999999999999
alienexotrooper,34,675.1999999999998
alienexotrooper,35,718.9999999999998
alienexotrooper,36,762.7999999999997
alienexotrooper,37,806.5999999999997
alienexotrooper,38,850.3999999999996
alienexotrooper,39,894.1999999999996
alienexotrooper,40,938
alienexotrooper,41,994.2
alienexotrooper,42,1050.4
alienexotrooper,43,1106.6000000000001
alienexotrooper,44,1162.8000000000002
alienexotrooper,45,1219.0000000000002
alienexotrooper,46,1275.2000000000003
alienexotrooper,47,1331.4000000000003
alienexotrooper,48,1387.6000000000004
alienexotrooper,49,1443.8000000000004
alienexotrooper,50,1500
alienexotrooper,51,1506.0
alienexotrooper,52,1512.0
alienexotrooper,53,1518.0
alienexotrooper,54,1524.0
alienexotrooper,55,1530.0
alienexotrooper,56,1536.0
alienexotrooper,57,1542.0
alienexotrooper,58,1548.0
alienexotrooper,59,1554.0
alienexotrooper,60,1560
alienexotrooper,61,1589.3333333333333
alienexotrooper,62,1618.6666666666665
alienexotrooper,63,1647.9999999999998
alienexotrooper,64,1677.333333333333
alienexotrooper,65,1706.6666666666663
alienexotrooper,66,1735.9999999999995
alienexotrooper,67,1765.3333333333328
alienexotrooper,68,1794.666666666666
alienexotrooper,69,1823.9999999999993
alienexotrooper,70,1853.3333333333326
alienexotrooper,71,1882.6666666666658
alienexotrooper,72,1911.999999999999
alienexotrooper,73,1941.3333333333323
alienexotrooper,74,1970.6666666666656
alienexotrooper,75,2000
alienexotrooper,76,2020.0
alienexotrooper,77,2040.0
alienexotrooper,78,2060.0
alienexotrooper,79,2080.0
alienexotrooper,80,2100.0
alienexotrooper,81,2120.0
alienexotrooper,82,2140.0
alienexotrooper,83,2160.0
alienexotrooper,84,2180.0
alienexotrooper,85,2200.0
alienexotrooper,86,2220.0
alienexotrooper,87,2240.0
alienexotrooper,88,2260.0
alienexotrooper,89,2280.0
alienexotrooper,90,2300.0
alienexotrooper,91,2320.0
alienexotrooper,92,2340.0
alienexotrooper,93,2360.0
alienexotrooper,94,2380.0
alienexotrooper,95,2400.0
alienexotrooper,96,2420.0
alienexotrooper,97,2440.0
alienexotrooper,98,2460.0
alienexotrooper,99,2480.0
alienexotrooper,100,2500
alienexotrooper,101,2500
alienexotrooper,102,2500
alienexotrooper,103,2500
alienexotrooper,104,2500
alienexotrooper,105,2500
alienexotrooper,106,2500
alienexotrooper,107,2500
alienexotrooper,108,2500
alienexotrooper,109,2500
alienexotrooper,110,2500
alienexotrooper,111,2500
alienexotrooper,112,2500
alienexotrooper,113,2500
alienexotrooper,114,2500
alienexotrooper,115,2500
alienexotrooper,116,2500
alienexotrooper,117,2500
alienexotrooper,118,2500
alienexotrooper,119,2500
alienexotrooper,120,2500
angler,1,70
angler,2,90.0
angler,3,110.0
angler,4,130.0
angler,5,150
angler,6,170.0
angler,7,190.0
angler,8,210.0
angler,9,230.0
angler,10,250
angler,11,270.0
angler,12,290.0
angler,13,310.0
angler,14,330.0
angler,15,350
angler,16,362.5
angler,17,375.0
angler,18,387.5
angler,19,400.0
angler,20,412.5
angler,21,425.0
angler,22,437.5
angler,23,450.0
angler,24,462.5
angler,25,475
angler,26,489.5833333333333
angler,27,504.16666666666663
angler,28,518.75
angler,29,533.3333333333334
angler,30,547.9166666666667
angler,31,562.5000000000001
angler,32,577.0833333333335
angler,33,591.6666666666669
angler,34,606.2500000000002
angler,35,620.8333333333336
angler,36,635.416666666667
angler,37,650
angler,38,671.4285714285714
angler,39,692.8571428571429
angler,40,714.2857142857143
angler,41,735.7142857142858
angler,42,757.1428571428572
angler,43,778.5714285714287
angler,44,800.0000000000001
angler,45,821.4285714285716
angler,46,842.857142857143
angler,47,864.2857142857144
angler,48,885.7142857142859
angler,49,907.1428571428573
angler,50,928.5714285714288
angler,51,950
angler,52,975.0
angler,53,1000.0
angler,54,1025.0
angler,55,1050.0
angler,56,1075.0
angler,57,1100.0
angler,58,1125.0
angler,59,1150.0
angler,60,1175.0
angler,61,1200.0
angler,62,1225.0
angler,63,1250.0
angler,64,1275.0
angler,65,1300
angler,66,1325.0
angler,67,1350.0
angler,68,1375.0
angler,69,1400.0
angler,70,1425.0
angler,71,1450.0
angler,72,1475.0
angler,73,1500.0
angler,74,1525.0
angler,75,1550.0
angler,76,1575.0
angler,77,1600.0
angler,78,1625.0
angler,79,1650.0
angler,80,1675.0
angler,81,1700
angler,82,1726.3157894736842
angler,83,1752.6315789473683
angler,84,1778.9473684210525
angler,85,1805.2631578947367
angler,86,1831.5789473684208
angler,87,1857.894736842105
angler,88,1884.2105263157891
angler,89,1910.5263157894733
angler,90,1936.8421052631575
angler,91,1963.1578947368416
angler,92,1989.4736842105258
angler,93,2015.78947368421
angler,94,2042.1052631578941
angler,95,2068.4210526315783
angler,96,2094.7368421052624
angler,97,2121.0526315789466
angler,98,2147.3684210526308
angler,99,2173.684210526315
angler,100,2200
angler,101,2200
angler,102,2200
angler,103,2200
angler,104,2200
angler,105,2200
angler,106,2200
angler,107,2200
angler,108,2200
angler,109,2200
angler,110,2200
angler,111,2200
angler,112,2200
angler,113,2200
angler,114,2200
angler,115,2200
angler,116,2200
angler,117,2200
angler,118,2200
angler,119,2200
angler,120,2200
asamturret,1,500
asamturret,2,500.0
asamturret,3,500.0
asamturret,4,500.0
asamturret,5,500.0
asamturret,6,500.0
asamturret,7,500.0
asamturret,8,500.0
asamturret,9,500.0
asamturret,10,500.0
asamturret,11,500.0
asamturret,12,500.0
asamturret,13,500.0
asamturret,14,500.0
asamturret,15,500.0
asamturret,16,500.0
asamturret,17,500.0
asamturret,18,500.0
asamturret,19,500.0
asamturret,20,500.0
asamturret,21,500.0
asamturret,22,500.0
asamturret,23,500.0
asamturret,24,500.0
asamturret,25,500.0
asamturret,26,500.0
asamturret,27,500.0
asamturret,28,500.0
asamturret,29,500.0
asamturret,30,500.0
asamturret,31,500.0
asamturret,32,500.0
asamturret,33,500.0
asamturret,34,500.0
asamturret,35,500.0
asamturret,36,500.0
asamturret,37,500.0
asamturret,38,500.0
asamturret,39,500.0
asamturret,40,500.0
asamturret,41,500.0
asamturret,42,500.0
asamturret,43,500.0
asamturret,44,500.0
asamturret,45,500.0
asamturret,46,500.0
asamturret,47,500.0
asamturret,48,500.0
asamturret,49,500.0
asamturret,50,500.0
asamturret,51,500.0
asamturret,52,500.0
asamturret,53,500.0
asamturret,54,500.0
asamturret,55,500.0
asamturret,56,500.0
asamturret,57,500.0
asamturret,58,500.0
asamturret,59,500.0
asamturret,60,500.0
asamturret,61,500.0
asamturret,62,500.0
asamturret,63,500.0
asamturret,64,500.0
asamturret,65,500.0
asamturret,66,500.0
asamturret,67,500.0
asamturret,68,500.0
asamturret,69,500.0
asamturret,70,500.0
asamturret,71,500.0
asamturret,72,500.0
asamturret,73,500.0
asamturret,74,500.0
asamturret,75,500.0
asamturret,76,500.0
asamturret,77,500.0
asamturret,78,500.0
asamturret,79,500.0
asamturret,80,500.0
asamturret,81,500.0
asamturret,82,500.0
asamturret,83,500.0
asamturret,84,500.0
asamturret,85,500.0
asamturret,86,500.0
asamturret,87,500.0
asamturret,88,500.0
asamturret,89,500.0
asamturret,90,500.0
asamturret,91,500.0
asamturret,92,500.0
asamturret,93,500.0
asamturret,94,500.0
asamturret,95,500.0
asamturret,96,500.0
asamturret,97,500.0
asamturret,98,500.0
asamturret,99,500.0
asamturret,100,500
asamturret,101,500
asamturret,102,500
asamturret,103,500
asamturret,104,500
asamturret,105,500
asamturret,106,500
asamturret,107,500
asamturret,108,500
asamturret,109,500
asamturret,110,500
asamturret,111,500
asamturret,112,500
asamturret,113,500
asamturret,114,500
asamturret,115,500
asamturret,116,500
asamturret,117,500
asamturret,118,500
asamturret,119,500
asamturret,120,500
assaultron,1,85
assaultron,2,92.14285714285714
assaultron,3,99.28571428571428
assaultron,4,106.42857142857142
assaultron,5,113.57142857142856
assaultron,6,120.7142857142857
assaultron,7,127.85714285714283
assaultron,8,135
assaultron,9,153.0
assaultron,10,171.0
assaultron,11,189.0
assaultron,12,207.0
assaultron,13,225
assaultron,14,253.75
assaultron,15,282.5
assaultron,16,311.25
assaultron,17,340
assaultron,18,366.42857142857144
assaultron,19,392.8571428571429
assaultron,20,419.28571428571433
assaultron,21,445.7142857142858
assaultron,22,472.1428571428572
assaultron,23,498.57142857142867
assaultron,24,525
assaultron,25,545.8333333333334
assaultron,26,566.6666666666667
assaultron,27,587.5000000000001
assaultron,28,608.3333333333335
assaultron,29,629.1666666666669
assaultron,30,650.0000000000002
assaultron,31,670.8333333333336
assaultron,32,691.666666666667
assaultron,33,712.5000000000003
assaultron,34,733.3333333333337
assaultron,35,754.1666666666671
assaultron,36,775
assaultron,37,799.9
assaultron,38,824.8
assaultron,39,849.6999999999999
assaultron,40,874.5999999999999
assaultron,41,899.4999999999999
assaultron,42,924.3999999999999
assaultron,43,949.2999999999998
assaultron,44,974.1999999999998
assaultron,45,999.0999999999998
assaultron,46,1024
assaultron,47,1045.7777777777778
assaultron,48,1067.5555555555557
assaultron,49,1089.3333333333335
assaultron,50,1111.1111111111113
assaultron,51,1132.8888888888891
assaultron,52,1154.666666666667
assaultron,53,1176.4444444444448
assaultron,54,1198.2222222222226
assaultron,55,1220.0000000000005
assaultron,56,1241.7777777777783
assaultron,57,1263.555555555556
assaultron,58,1285.333333333334
assaultron,59,1307.1111111111118
assaultron,60,1328.8888888888896
assaultron,61,1350.6666666666674
assaultron,62,1372.4444444444453
assaultron,63,1394.222222222223
assaultron,64,1416.000000000001
assaultron,65,1437.7777777777787
assaultron,66,1459.5555555555566
assaultron,67,1481.3333333333344
assaultron,68,1503.1111111111122
assaultron,69,1524.88888888889
assaultron,70,1546.6666666666679
assaultron,71,1568.4444444444457
assaultron,72,1590.2222222222235
assaultron,73,1612.0000000000014
assaultron,74,1633.7777777777792
assaultron,75,1655.555555555557
assaultron,76,1677.3333333333348
assaultron,77,1699.1111111111127
assaultron,78,1720.8888888888905
assaultron,79,1742.6666666666683
assaultron,80,1764.4444444444462
assaultron,81,1786.222222222224
assaultron,82,1808.0000000000018
assaultron,83,1829.7777777777796
assaultron,84,1851.5555555555575
assaultron,85,1873.3333333333353
assaultron,86,1895.1111111111131
assaultron,87,1916.888888888891
assaultron,88,1938.6666666666688
assaultron,89,1960.4444444444466
assaultron,90,1982.2222222222244
assaultron,91,2004.0000000000023
assaultron,92,2025.77777777778
assaultron,93,2047.555555555558
assaultron,94,2069.3333333333358
assaultron,95,2091.1111111111136
assaultron,96,2112.8888888888914
assaultron,97,2134.6666666666692
assaultron,98,2156.444444444447
assaultron,99,2178.222222222225
assaultron,100,2200
assaultron,101,2200
assaultron,102,2200
assaultron,103,2200
assaultron,104,2200
assaultron,105,2200
assaultron,106,2200
assaultron,107,2200
assaultron,108,2200
assaultron,109,2200
assaultron,110,2200
assaultron,111,2200
assaultron,112,2200
assaultron,113,2200
assaultron,114,2200
assaultron,115,2200
assaultron,116,2200
assaultron,117,2200
assaultron,118,2200
assaultron,119,2200
assaultron,120,2200
assaultronintimidator,1,1200
assaultronintimidator,2,1200
assaultronintimidator,3,1200
assaultronintimidator,4,1200
assaultronintimidator,5,1200
assaultronintimidator,6,1200
assaultronintimidator,7,1200
assaultronintimidator,8,1200
assaultronintimidator,9,1200
assaultronintimidator,10,1200
assaultronintimidator,11,1200
assaultronintimidator,12,1200
assaultronintimidator,13,1200
assaultronintimidator,14,1200
assaultronintimidator,15,1200
assaultronintimidator,16,1200
assaultronintimidator,17,1200
assaultronintimidator,18,1200
